date,startup,vertical,subvertical,city,investors,round,amount
2016-06-14,jivox,Technology,Data Driven Advertising platform,Bengaluru,"you & mr jones, fortisure ventures, diaz nesamoney",Private Equity,55.2
2016-06-14,sminq,Consumer Internet,Queue management Mobile app,Pune,"saama capital, blume ventures & vaibhav domkundwar",Seed Funding,9.2
2016-06-14,curejoy,Consumer Internet,Online Alternative health community platform,Bengaluru,accel partners india,Private Equity,40.48
2016-06-15,oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,indian angel network,Seed Funding,4.14
2016-06-15,grabonrent,eCommerce,On-demand product rental marketplace,Bengaluru,ivycap ventures and unicorn india ventures,Private Equity,0.0
2016-06-16,diro labs,Consumer Internet,Contact Management Mobile App,New Delhi,info edge (india) ltd,Private Equity,4.14
2016-06-16,unnati helpers,Consumer Internet,Help Hiring Platform,Gurugram,info edge (india) ltd,Private Equity,5.52
2016-06-16,athletto,Consumer Internet,Sports Venue discovery and booking platform,Bengaluru,atul ingle,Seed Funding,0.0
2016-06-16,saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,guy oseary,Private Equity,0.0
2016-06-16,voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,sequoia capital,Private Equity,184.0
2016-06-16,thinkphi,Technology,Sustainable Green Tech Solution developer,Mumbai,nimmagadda prasad,Seed Funding,0.0
2016-06-17,cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"ravi adusumalli, saif partners",Private Equity,110.4
2016-06-17,silvan innovation labs,Technology,Home Automation Solutions,Bengaluru,infuse ventures,Private Equity,8.28
2016-06-17,greythr,Technology,Payroll & HR Software Developer,Bengaluru,"new enterprise associates (nea), blume ventures",Private Equity,47.84
2016-06-17,duffl,eCommerce,Fashion Rental Marketplace,Bengaluru,betonindia technology pvt ltd,Seed Funding,0.0
2016-06-17,byg,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,"sanjay verma, amit khanna (letsventure)",Seed Funding,0.0
2016-06-20,dipper,eCommerce,Freight Logistics Marketplace,New Delhi,undisclosed investor,Seed Funding,0.0
2016-06-20,qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,hamraj kumar,Seed Funding,0.0
2016-06-20,the indian iris,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,timbru ventures,Seed Funding,0.0
2016-06-21,onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,swan angel network,Seed Funding,1.38
2016-06-21,restate,Consumer Internet,Real Estate Platform,Bengaluru,idein ventures,Seed Funding,0.0
2016-06-21,cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"concur technologies, gund investment",Private Equity,0.0
2016-06-21,procmart,Consumer Internet,Online Procurement Marketplace,Noida,indiamart,Private Equity,0.0
2016-06-21,celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,bitkemy ventures,Seed Funding,3.68
2016-06-21,naturenama,Consumer Internet,Online Outdoors & travel,Mumbai,unicorn venture,Seed Funding,2.07
2016-06-21,cyclopsmedtech,Technology,Medical Technology Provider,Bengaluru,cp bothra,Seed Funding,0.0
2016-06-21,syona cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,the chennai angels,Seed Funding,1.38
2016-06-21,prettysecrets,eCommerce,Women Lingerie Store,Mumbai,"rb investments pte ltd, orios venture partners",Private Equity,55.2
2016-06-22,spiderg,Consumer Internet,Online invoice app for SMEs,Pune,"rahul kirloskar, fusion tech ventures, adi saravanan, pravin dongre, mahendra doshi",Seed Funding,1.38
2016-06-23,fareye,Technology,Logistics Management Software,New Delhi,saif partners,Private Equity,32.2
2016-06-23,the uolo,Consumer Internet,School Parent Communication App,Bengaluru,"purvi ventures, rajul garg, vipin arora",Seed Funding,1.932
2016-06-23,staqu,Technology,Artificial Intelligence based search platform,Gurugram,indian angel network,Seed Funding,0.0
2016-06-23,padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,rise india,Private Equity,0.0
2016-06-24,drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"jitendra gupta, pankaj tripathi",Seed Funding,0.46
2016-06-24,pratilipi,Consumer Internet,Multi-Lingual self-publishing platform,Bengaluru,nexus venture partners,Seed Funding,0.0
2016-06-24,parablu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,kalaari capital,Seed Funding,4.6
2016-06-24,schedulers logistics,Logistics,Cold Storage Logistics solutions,Mumbai,gvfl,Private Equity,55.2
2016-06-24,leap india,Others,Supply Chain Equipment & Services provider,Mumbai,mayfield ventures,Private Equity,27.6
2016-06-24,kabadiexpress,Others,Free Door Step Scrap Pickup Service,New Delhi,undisclosed investor,Seed Funding,1.3616
2016-06-27,yourdost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"saif partners, aprameya radhakrishnan, phanindra sama, subba rao telidevara, vibhu garg, paula ravindra mariwala, gaurav bhalotia",Seed Funding,11.04
2016-06-27,gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,undisclosed investor,Seed Funding,0.92
2016-06-27,voler cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"kanodia family, amit banka",Seed Funding,0.0
2016-06-27,travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,gvfl ltd,Private Equity,27.6
2016-06-28,fabhotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurugram,"accel partners, rb investments",Private Equity,73.6
2016-06-28,locanix,Technology,GPS based SaaS Solutions,Ahmedabad,undisclosed investors,Seed Funding,2.76
2016-06-28,lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"bertelsmann india investments, mayfield india, saama capital, india quotient",Private Equity,294.4
2016-06-28,hello tax,Consumer Internet,Online Tax Filing Platform,New Delhi,sanjeev sinha,Seed Funding,2.714
2016-06-28,mysuperbrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,soniks consulting,Seed Funding,0.0
2016-06-28,blogbeats,Consumer Internet,Online Blogging Platform,Bengaluru,undisclosed investor,Seed Funding,0.0
2016-06-29,letreach,eCommerce,ECommerce SAAS Solutions,New Delhi,vcommission,Private Equity,0.92
2016-06-29,trendieapp,Technology,Visual Content Marketing,Kolkata,harsh vardhan hada,Seed Funding,0.46
2016-06-29,impactguru,Consumer Internet,Crowdfunding Platform,Mumbai,piyush jain,Seed Funding,0.0
2016-06-29,velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"uniqorn ventures fund, tv mohandas pai, s somasegar",Private Equity,13.8
2016-06-30,meru cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,brand capital,Private Equity,230.0
2016-06-30,campus diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,aarin capital,Seed Funding,2.024
2016-06-30,scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"omidyar network, accel partners & existing investors",Private Equity,0.0
2016-06-30,biryani blues,Food & Beverage,QSR Chain,Gurugram,carpediem capital & others,Private Equity,3.3856
2016-01-05,motomojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"niloufer dundh, fauzan rahim, balamurugan mani,",Seed Funding,0.0
2016-01-05,get my parking,Technology,Parking Technology Platform,New Delhi,the chennai angels,Seed Funding,3.4592
2016-01-05,prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,ankush mehta,Seed Funding,1.334
2016-02-05,airwood,Technology,Agri Data & Analytics Platform,Chennai,startupxseed ventures,Seed Funding,0.0
2016-03-05,mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"gmo payment gateway, mediatek",Private Equity,460.0
2016-03-05,idreamcareer,Consumer Internet,Career Planning Services Portal,New Delhi,brand capital,Private Equity,0.0
2016-03-05,zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,undisclosed investors,Seed Funding,2.3
2016-03-05,boibanit,Consumer Internet,Online Food Delivery platform,Vadodara,undisclosed investors,Seed Funding,0.0
2016-03-05,zuver,Consumer Internet,Car driver Discovery App,Mumbai,"shruth & smith group, hermes group",Seed Funding,1.656
2016-03-05,prepathon,Education,Competitive Exam learning platform,Mumbai,blume ventures,Private Equity,0.0
2016-04-05,easyroads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"rohan angrish, hrishi oberoi, rahul mehta, kapil hetamsaria, pranav dedhia",Seed Funding,1.84
2016-04-05,lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"international finance corp, tpg growth, adveq management, idg ventures, ratan tata, kris gopalakrishnan",Private Equity,552.0
2016-04-05,seclore,Technology,Enterprise Security Technology platform,Mumbai,"sistema asia fund, helion venture, ventureeast, india alternatives",Private Equity,110.4
2016-04-05,solartown,Technology,Solar Rooftop system installation company,Chennai,grex.in,Seed Funding,1.84
2016-04-05,comarete,Technology,Telecom & Media IT services company,Pune,grex.in,Seed Funding,1.84
2016-04-05,mydentistchoice,eCommerce,Medical Supplies eTailer,Hyderabad,undisclosed investors,Seed Funding,1.38
2016-04-05,active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,kalaari capital accelerator program,Seed Funding,4.6
2016-04-05,affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,kalaari capital accelerator program,Seed Funding,4.6
2016-04-05,indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,kalaari capital accelerator program,Seed Funding,4.6
2016-05-05,unbxd,Technology,eCommerce product discovery software,New Delhi,"idg ventures, inventus capital, indian angel network",Private Equity,0.0
2016-05-05,weballigator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,group of undisclosed angel investors & hnis,Seed Funding,3.45
2016-06-05,eduace services,Education,Education Workshops & mentoring programs,Lucknow,momagic technologies,Private Equity,9.2
2016-06-05,meesho,eCommerce,Social commerce platform,Bengaluru,rajul garg & others,Seed Funding,0.0
2016-07-05,zebroads,Logistics,Logistics and Warehousing services,Hyderabad,undisclosed investors,Seed Funding,0.69
2016-09-05,locus,Technology,Logistics Intelligence platform,Bengaluru,"exfinity venture partners, blume ventures, beenext, rajesh ranavat",Private Equity,25.3
2016-09-05,toko innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bengaluru,"roopak saluja, vishal khare",Seed Funding,4.14
2016-09-05,rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"manish kheterpal, vinay mittal, dinesh mittal, sandeep gupta",Seed Funding,2.3
2016-10-05,healthifyme,Consumer Internet,Health & Fitness App,Bengaluru,"idg ventures india, inventus capital, blume ventures",Private Equity,55.2
2016-10-05,zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"accel partners, matrix partners, girish mathrubootham",Private Equity,13.8
2016-10-05,innonano research,Technology,Clean Water Technology,Chennai,nanoholdings,Private Equity,165.6
2016-10-05,schoolwear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,undisclosed investors,Seed Funding,13.8
2016-10-05,swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"norwest venture partners, dst global, accel partners",Private Equity,64.4
2016-11-05,zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,undisclosed investors,Private Equity,8.28
2016-11-05,faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurugram,"jm financial products ltd, arun tadanki, doreswamy nandkishore, kshitij jain",Private Equity,0.0
2016-11-05,fractal analytics,Technology,Data Analytics Company,Mumbai,khazanah nasional berhad,Private Equity,920.0
2016-12-05,unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"blume ventures, rajan anandan, sumit jain, aprameya radhakrishna, sujeet kumar, phanindra sama",Seed Funding,4.6
2016-12-05,capital float,Consumer Internet,Online Lending Platform,Bengaluru,"creation investments capital management, saif partners, sequoia capital, aspada ventures",Private Equity,230.0
2016-12-05,life circle,Healthcare,Senior Healthcare Services,Hyderabad,groupe sos,Private Equity,1.38
2016-12-05,dream wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"rakesh gupta, aditya aggarwal, siddharth banerjee, vikas ranjan, anshul jindal, sunil koul, and sanjeev agrawal",Seed Funding,0.0
2016-12-05,shabdnagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! ventures,Seed Funding,0.0
2016-12-05,galleri5,Consumer Internet,Visual Content Discovery platform,Bengaluru,"phanindra sama, raghunandan g,",Seed Funding,0.0
2016-12-05,derbii,Logistics,Carpooling Services,Gurugram,anurag chauhan,Seed Funding,0.0
2016-05-13,stayzilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"matrix partners, nexus ventures",Private Equity,124.2
2016-05-13,wow express,Logistics,E-Commerce Logistics Solutions,Mumbai,undisclosed investors & tamarind family private trust,Private Equity,20.24
2016-05-16,smartivity,eCommerce,Smart Learning products,New Delhi,"s chand, advantedge partners",Private Equity,9.2
2016-05-16,bedbathmore,Consumer Internet,Home Decor eMarketplace,Mumbai,"kinnevik group, rocket internet",Private Equity,0.0
2016-05-17,murgency,Consumer Internet,Medical Emergency Response App,Mumbai,rata tata,Private Equity,0.0
2016-05-17,crownit,Consumer Internet,Mobile customer rewards management platform,Gurugram,"undisclosed investors, accel partners, helion venture partners",Private Equity,0.0
2016-05-17,blinge,eCommerce,Apparel Rental platform,Mumbai,"anupam mittal, anuj srivastava, ankit nagori",Seed Funding,0.0
2016-05-18,thesmartq,Consumer Internet,Food Ordering Mobile App,Bengaluru,yournest angel fund,Seed Funding,2.3
2016-05-18,purplehealth,Consumer Internet,Online health-on-demand platform,Trivandrum,katabole technology venture,Seed Funding,0.92
2016-05-18,fundamentor,Education,Aptitude Development Program,Pune,subramanya sv,Seed Funding,0.0
2016-05-18,edupristine,Education,Online Certification Courses,Mumbai,"kaizen management advisors, devry inc",Private Equity,92.0
2016-05-18,bhiveworkspace,Reality,Co-Working Spaces,Bengaluru,blume ventures,Private Equity,9.2
2016-05-18,parentlane,Consumer Internet,Parenting & Child Care app,Bengaluru,"sujeet kumar, aprameya, sumit jain, subramanya venkat, venk, ravi machani, hitesh gupta, rohit choudhary",Seed Funding,0.0
2016-05-19,appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,undisclosed investors,Seed Funding,9.2
2016-05-19,niki.ai,Technology,Artificial Intelligence Platform,Bengaluru,ratan tata,Private Equity,0.0
2016-05-19,taxivaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,undisclosed hnis,Seed Funding,4.6
2016-05-19,veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"chatsworth management, itw digital",Seed Funding,4.6
2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,undisclosed investors,Seed Funding,2.76
2016-05-23,edurev,Consumer Internet,Online Learning Platform,Gurugram,pradeep reddy kamasan,Seed Funding,0.0
2016-05-23,hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vcommission,Seed Funding,0.8188
2016-05-24,eatonomist,Consumer Internet,Food Delivery Platform,Gurugram,mcube capital advisors pvt ltd,Seed Funding,0.0
2016-05-24,goalwise,Consumer Internet,Online investment platform,Bengaluru,undisclosed hnis,Seed Funding,9.2
2016-05-25,roast,Consumer Internet,Mobile entertainment App,New Delhi,indian angel network,Seed Funding,0.0
2016-05-25,address health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,gray matters capital,Private Equity,13.8
2016-05-25,arcatron mobility,Technology,Mobility Devices for differently abled,Pune,sudhir mehta,Seed Funding,0.92
2016-05-25,shethepeople,Consumer Internet,Digital platform for Women,New Delhi,anand mahindra,Seed Funding,0.0
2016-05-26,cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"ff angel, sequoia capital",Private Equity,18.4
2016-05-26,consure medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"accel partners, indian angel network, india innovation fund india venture partners",Private Equity,0.0
2016-05-26,mchamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,momagic technologies,Seed Funding,4.37
2016-05-27,pianta,Consumer Internet,Online healthcare service discovery platform,Bengaluru,"kunal shah, sandeep tandon",Seed Funding,0.0
